i,j,AreaKey_i,AreaKey_j,z_PctFB_i,z_PctBlack_i,z_PctRural_i,z_PctFB_j,z_PctBlack_j,z_PctRural_j,delta_PctFB,delta_PctBlack,delta_PctRural,coef_distance
6,68,13013,13139,1.0210511068809804,-0.5900225935697144,0.5107613355199015,1.045316267710357,-0.38325607232261516,0.585930967971111,-0.024265160829376464,-0.20676652124709927,-0.07516963245120944,0.22134061078246028
6,77,13013,13157,1.0210511068809804,-0.5900225935697144,0.5107613355199015,1.0306861608528337,-0.5889670452323906,0.41986730608460665,-0.009635053971853269,-0.0010555483373237973,0.0908940294352949,0.0914093706045349
6,107,13013,13219,1.0210511068809804,-0.5900225935697144,0.5107613355199015,1.0051135913461144,-0.9527531024324065,0.31570504473823036,0.015937515534865998,0.3627305088626921,0.1950562907816712,0.41215820146482046
6,146,13013,13297,1.0210511068809804,-0.5900225935697144,0.5107613355199015,0.9964994627059793,-0.7570008395967274,0.5412815502057083,0.02455164417500111,0.16697824602701294,-0.03052021468580679,0.1715109366262725
7,27,13015,13057,1.023864673983441,-0.06409217977587492,0.9975337727693627,1.0416201676063188,-0.16281216713574764,0.8643068646539777,-0.01775549362287787,0.09871998735987272,0.13322690811538507,0.16676421230021368
7,32,13015,13067,1.023864673983441,-0.06409217977587492,0.9975337727693627,1.0003549504532152,-0.23824000819257973,0.9262477211463884,0.023509723530225735,0.17414782841670481,0.0712860516229743,0.18963616321449625
7,56,13015,13115,1.023864673983441,-0.06409217977587492,0.9975337727693627,0.9988591707422331,0.023319042477536796,1.1120721930582063,0.02500550324120787,-0.08741122225341172,-0.11453842028884353,0.14623627009208476
7,63,13015,13129,1.023864673983441,-0.06409217977587492,0.9975337727693627,1.0425697419571056,-0.015449221058554822,0.9924665608915446,-0.01870506797366467,-0.0486429587173201,0.005067211877818112,0.052361184448874186
7,109,13015,13223,1.023864673983441,-0.06409217977587492,0.9975337727693627,0.9806977826289596,-0.12577666206984192,1.039117997844693,0.043166891354481374,0.061684482293967,-0.04158422507533022,0.08600932298419776
7,111,13015,13227,1.023864673983441,-0.06409217977587492,0.9975337727693627,1.0505282485516823,-0.1257216465135539,0.8618438646965796,-0.02666357456824131,0.06162946673767897,0.13568990807278314,0.1513964614247215
7,114,13015,13233,1.023864673983441,-0.06409217977587492,0.9975337727693627,0.9662508934120608,-0.02896298045945546,1.1131744840884348,0.05761378057138011,-0.03512919931641946,-0.11564071131907205,0.13388869433496176
8,33,13017,13069,-1.1353373787846286,1.6766485302628733,-0.7322574316588485,-1.2484185530694853,1.629834727838828,-1.2953182380953907,0.11308117428485676,0.0468138024240452,0.5630608064365422,0.5762086044307295
8,76,13017,13155,-1.1353373787846286,1.6766485302628733,-0.7322574316588485,-1.2315862643341309,1.7003215575166264,-0.775675858896352,0.09624888554950228,-0.023673027253753087,0.043418427237503554,0.10821007352671246
8,133,13017,13271,-1.1353373787846286,1.6766485302628733,-0.7322574316588485,-1.007094160542766,1.612346826700012,-0.8204379131879601,-0.1282432182418627,0.06430170356286125,0.08818048152911162,0.16839486164613843
8,141,13017,13287,-1.1353373787846286,1.6766485302628733,-0.7322574316588485,-1.2204928293716,1.538728663067014,-0.4256304635045139,0.08515545058697138,0.13791986719585925,-0.3066269681543346,0.34683344436705194
8,155,13017,13315,-1.1353373787846286,1.6766485302628733,-0.7322574316588485,-1.0255904909778324,1.5200997738443667,-0.3347252387893901,-0.1097468878067962,0.15654875641850663,-0.3975321928694584,0.4411164663522081
9,33,13019,13069,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.2484185530694853,1.629834727838828,-1.2953182380953907,-0.13460213985866387,0.06324927175108153,0.20297589036018215,0.2516295262863286
9,36,13019,13075,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.4411748910627367,1.7262525453211086,-0.9955850169192633,0.05815419813458744,-0.033168545731198984,-0.09675733081594529,0.11766071669519003
9,76,13019,13155,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.2315862643341309,1.7003215575166264,-0.775675858896352,-0.15143442859401834,-0.0072375579267167645,-0.3166664888388565,0.3510875012897341
9,85,13019,13173,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.4337233145988102,1.6809420083987483,-1.323461515563506,0.050702621670660974,0.012141991191161328,0.23111916782829756,0.23692668387501056
9,91,13019,13185,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.477182716542046,1.6976357838261333,-1.3139703026841936,0.0941620236138967,-0.00455178423622371,0.22162795494898502,0.24084467161568368
9,136,13019,13277,-1.3830206929281492,1.6930839995899096,-1.0923423477352086,-1.3378570590171601,1.7032057681673713,-0.6982676485064087,-0.0451636339109891,-0.01012176857746172,-0.3940746992287999,0.3967834076665135
10,38,13021,13079,0.5176626125551911,-1.4092855435062006,1.024057818954331,0.20918146229119888,-1.1955742488156011,0.7630529307319704,0.3084811502639922,-0.21371129469059946,0.26100488822236056,0.4571178067221785
10,75,13021,13153,0.5176626125551911,-1.4092855435062006,1.024057818954331,-0.347435623552887,-0.06370228614973325,0.30889050360903936,0.8650982361080781,-1.3455832573564674,0.7151673153452917,1.7522709692092548
10,83,13021,13169,0.5176626125551911,-1.4092855435062006,1.024057818954331,0.8653688610054362,-1.5379340405450348,1.2831008176489693,-0.3477062484502451,0.1286484970388342,-0.2590429986946383,0.4522757413065672
10,101,13021,13207,0.5176626125551911,-1.4092855435062006,1.024057818954331,0.7055635155381245,-1.4346104522809597,1.0332070005600944,-0.18790090298293338,0.025324908774759125,-0.00914918160576339,0.1898204622012781
10,110,13021,13225,0.5176626125551911,-1.4092855435062006,1.024057818954331,-0.007514792055578278,-0.8289740183429618,0.5901612710545496,0.5251774046107693,-0.5803115251632388,0.4338965478997814,0.8948960759944896
10,142,13021,13289,0.5176626125551911,-1.4092855435062006,1.024057818954331,0.44725985859281675,-1.011759950894804,0.9373298380970867,0.07040275396237433,-0.3975255926113965,0.08672798085724431,0.41292237431520123
11,44,13023,13091,-0.26399324935354973,0.1721499524504057,0.1583481257939641,-0.7364930685992401,1.1843372131360568,-0.3062759914294962,0.4724998192456904,-1.012187260685651,0.4646241172234603,1.2098159778194417
11,75,13023,13153,-0.26399324935354973,0.1721499524504057,0.1583481257939641,-0.347435623552887,-0.06370228614973325,0.30889050360903936,0.08344237419933725,0.23585223860013896,-0.15054237781507526,0.29197930711428155
11,86,13023,13175,-0.26399324935354973,0.1721499524504057,0.1583481257939641,-0.17429065558294313,0.22941281309186706,-0.03660018205716222,-0.0897025937706066,-0.057262860641461355,0.19494830785112632,0.2221045548205516
11,115,13023,13235,-0.26399324935354973,0.1721499524504057,0.1583481257939641,-0.7457368290675281,1.0127750394075599,-0.06946683175788869,0.4817435797139784,-0.8406250869571541,0.22781495755185277,0.9953025009019688
11,142,13023,13289,-0.26399324935354973,0.1721499524504057,0.1583481257939641,0.44725985859281675,-1.011759950894804,0.9373298380970867,-0.7112531079463664,1.1839099033452098,-0.7789817123031226,1.585665838348337
11,157,13023,13319,-0.26399324935354973,0.1721499524504057,0.1583481257939641,0.8336933080459936,-1.1603550318941214,1.2966945899632234,-1.0976865573995434,1.3325049843445271,-1.1383464641692593,2.0679260103024295
12,19,13025,13039,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.3013839957210995,1.282699990318653,-2.2420727447258098,0.04431286951957891,0.012091811706837152,0.17799832891029732,0.18382939756815617
12,23,13025,13049,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.3582325514714153,1.4348716681208025,-1.9965118875847447,0.10116142526989469,-0.14007986609531242,-0.0675625282307677,0.18552815977325499
12,62,13025,13127,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.1957318991066272,1.0866154027590353,-2.2523024740835615,-0.06133922709489337,0.2081763992664547,0.18822805826804911,0.2872798564318517
12,112,13025,13229,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.221675728616347,1.3254403226286697,-1.8641561801980524,-0.035395397585173516,-0.030648520603179685,-0.19991823561746003,0.20532770616206253
12,147,13025,13299,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.3513011165760374,1.5112410940030905,-1.829517975934725,0.09422999037451674,-0.21644929197760043,-0.23455643988078734,0.3327856826444543
12,150,13025,13305,-1.2570711262015206,1.29479180202549,-2.0640744158155124,-1.1484790907737352,1.1293572254176787,-2.049273118454351,-0.1085920354277854,0.16543457660781136,-0.014801297361161314,0.1984437141844728
13,34,13027,13071,-1.495380075599855,1.7288547759456105,-1.0242952280224973,-1.4431921476972063,1.690986356022274,-0.7294565485959841,-0.0521879279026487,0.03786841992333656,-0.2948386794265132,0.3018069646847674
13,36,13027,13075,-1.495380075599855,1.7288547759456105,-1.0242952280224973,-1.4411748910627367,1.7262525453211086,-0.9955850169192633,-0.05420518453711831,0.0026022306245019333,-0.028710211103234018,0.0613942168002688
13,91,13027,13185,-1.495380075599855,1.7288547759456105,-1.0242952280224973,-1.477182716542046,1.6976357838261333,-1.3139703026841936,-0.01819735905780906,0.031218992119477207,0.2896750746616963,0.29192022579104404
13,135,13027,13275,-1.495380075599855,1.7288547759456105,-1.0242952280224973,-1.5095972526467432,1.7065270392704244,-0.8094034321736981,0.014217177046888185,0.02232773667518617,-0.21489179584879914,0.2165159113583595
14,15,13029,13031,-0.8597640537729281,0.44290659195212156,-1.9129456343668096,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.4012040414500239,0.5325586783839706,-0.6758327232676096,0.9493857480693647
14,24,13029,13051,-0.8597640537729281,0.44290659195212156,-1.9129456343668096,-0.8596058067572615,0.3299237090735593,-2.0289241754490597,-0.0001582470156665794,0.11298288287856229,0.11597854108225003,0.1619141095063554
14,50,13029,13103,-0.8597640537729281,0.44290659195212156,-1.9129456343668096,-0.5683033557737451,-0.06818569145256519,-1.5323036364248956,-0.29146069799918295,0.5110922834046867,-0.380641997941914,0.7007517329491234
14,53,13029,13109,-0.8597640537729281,0.44290659195212156,-1.9129456343668096,-0.7513710911103344,0.4009876500366865,-1.572634022269803,-0.10839296266259368,0.04191894191543505,-0.34031161209700667,0.3596084334024267
14,88,13029,13179,-0.8597640537729281,0.44290659195212156,-1.9129456343668096,-0.96295509184481,0.6633689562314503,-2.0106854915205505,0.1031910380718819,-0.22046236427932875,0.0977398571537409,0.2623073084731299
15,20,13031,13043,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.4306873373516266,0.0009247839462888003,-1.0208670935390662,-0.027872674971277545,-0.09057687037813789,-0.21624581756013384,0.2361002098046572
15,50,13031,13103,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.5683033557737451,-0.06818569145256519,-1.5323036364248956,0.10974334345084097,-0.021466394979283904,0.29519072532569557,0.3156611662265191
15,52,13031,13107,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.07239800518871363,-0.3464592993483573,-0.37126498304402816,-0.3861620071341905,0.2568072129165082,-0.8658479280551719,0.9822238415337338
15,53,13031,13109,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.7513710911103344,0.4009876500366865,-1.572634022269803,0.29281107878743023,-0.4906397364685356,0.3355211111706029,0.6626010073216979
15,81,13031,13165,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,0.133658182482108,-0.7744363765302419,-0.2060701019438935,-0.5922181948050121,0.6847842900983928,-1.0310428091553065,1.372115588620191
15,123,13031,13251,-0.45856001232290416,-0.08965208643184909,-1.2371129110992,-0.057167664688077276,-0.7321673403097472,-0.6103896836309098,-0.4013923476348269,0.6425152538778981,-0.6267232274682902,0.9832210697772134
16,52,13033,13107,0.48170324753471455,-1.2299546680294344,0.3368755656574985,-0.07239800518871363,-0.3464592993483573,-0.37126498304402816,0.5541012527234281,-0.8834953686810771,0.7081405487015267,1.2605773682983064
16,80,13033,13163,0.48170324753471455,-1.2299546680294344,0.3368755656574985,0.8446131864539643,-1.3365030565213665,1.0488512735290076,-0.3629099389192498,0.10654838849193204,-0.7119757078715092,0.8062044352741666
16,81,13033,13165,0.48170324753471455,-1.2299546680294344,0.3368755656574985,0.133658182482108,-0.7744363765302419,-0.2060701019438935,0.3480450650526066,-0.45551829149919254,0.542945667601392,0.7895709462517841
16,120,13033,13245,0.48170324753471455,-1.2299546680294344,0.3368755656574985,0.7841731057574437,-1.45841336780277,0.7329188415394071,-0.30246985822272915,0.22845869977333555,-0.39604327588190863,0.5482076878398136
16,123,13033,13251,0.48170324753471455,-1.2299546680294344,0.3368755656574985,-0.057167664688077276,-0.7321673403097472,-0.6103896836309098,0.5388709122227918,-0.49778732771968726,0.9472652492884084,1.1981174968205588
17,74,13035,13151,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.8840012768514915,-0.9149293081968549,0.8594447567093543,-0.019892983206290404,-0.34989234960512905,0.119888850466364,0.37039671105341876
17,78,13035,13159,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.9564456588065408,-1.2966771859257722,0.9028650737668887,-0.09233736516133961,0.031855528123788224,0.07646853340882953,0.1240499910466797
17,84,13035,13171,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.6476283259156781,-1.2650932463786846,0.9316382412177991,0.21647996772952305,0.000271588576700621,0.04769536595791912,0.2216720508372451
17,101,13035,13207,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.7055635155381245,-1.4346104522809597,1.0332070005600944,0.15854477810707668,0.16978879447897577,-0.053873393384376134,0.23846807734033038
17,106,13035,13217,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.9664373620931355,-0.9271543181241717,0.6456317300095313,-0.10232906844793432,-0.33766733967781226,0.33370187716618693,0.4856412393513858
17,125,13035,13255,0.8641082936452011,-1.264821657801984,0.9793336071757183,0.8021942515471032,-1.0360232980189423,0.9585906296288931,0.06191404209809792,-0.22879835978304164,0.020742977546825192,0.23793341330263665
18,29,13037,13061,-1.2830648344216806,0.6952185132008095,-0.57429797463988,-1.2637188185519823,0.39852238487196656,-0.6473748973580901,-0.019346015869698308,0.29669612832884296,0.07307692271821009,0.30617494595299455
18,46,13037,13095,-1.2830648344216806,0.6952185132008095,-0.57429797463988,-1.3156314121567318,1.1140145454863664,-0.46873651848467895,0.03256657773505123,-0.41879603228555684,-0.10556145615520102,0.4331211374074287
18,48,13037,13099,-1.2830648344216806,0.6952185132008095,-0.57429797463988,-1.352712855457022,0.7831657513288703,-0.6533566694375215,0.0696480210353414,-0.08794723812806082,0.0790586947976415,0.13724372754920283
18,119,13037,13243,-1.2830648344216806,0.6952185132008095,-0.57429797463988,-1.1647386887731443,0.21013230710352335,-0.5447163147585257,-0.11832614564853627,0.48508620609728614,-0.029581659881354305,0.5001847445606808
18,134,13037,13273,-1.2830648344216806,0.6952185132008095,-0.57429797463988,-1.1347480980031177,0.4651435339704337,-0.45786631638568936,-0.1483167364185629,0.23007497923037584,-0.1164316582541906,0.29747047149848665
19,23,13039,13049,-1.3013839957210995,1.282699990318653,-2.2420727447258098,-1.3582325514714153,1.4348716681208025,-1.9965118875847447,0.05684855575031578,-0.15217167780214957,-0.24556085714106501,0.29442845035062853
19,62,13039,13127,-1.3013839957210995,1.282699990318653,-2.2420727447258098,-1.1957318991066272,1.0866154027590353,-2.2523024740835615,-0.10565209661447228,0.19608458755961755,0.010229729357751793,0.22297125007541208
20,52,13043,13107,-0.4306873373516266,0.0009247839462888003,-1.0208670935390662,-0.07239800518871363,-0.3464592993483573,-0.37126498304402816,-0.358289332162913,0.3473840832946461,-0.649602110495038,0.8191641159302667
20,53,13043,13109,-0.4306873373516266,0.0009247839462888003,-1.0208670935390662,-0.7513710911103344,0.4009876500366865,-1.572634022269803,0.3206837537587078,-0.4000628660903977,0.5517669287307367,0.7532165096372947
20,131,13043,13267,-0.4306873373516266,0.0009247839462888003,-1.0208670935390662,-0.8414716826131724,0.6481264331378928,-1.5720902825427077,0.4107843452615458,-0.647201649191604,0.5512231890036414,0.9441719955196898
20,137,13043,13279,-0.4306873373516266,0.0009247839462888003,-1.0208670935390662,-0.7580011135315616,0.6301981493918197,-1.3009836041234222,0.327313776179935,-0.6292733654455309,0.28011651058435594,0.7626168999165104
21,37,13045,13077,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.7849005170449458,-0.4659536744698438,1.0335267764184852,0.05938248565695281,0.2657560144004538,0.0755629345141886,0.2825991788119845
21,47,13045,13097,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.93461041392536,-0.26651871812530986,1.0182157015494817,-0.09032741122346144,0.06632105805591987,0.09087400938319212,0.14427615721721138
21,59,13045,13121,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.9532898607226299,-0.39602573764237825,0.8986264589532265,-0.10900685802073129,0.19582807757298826,0.21046325197944737,0.30745066514035796
21,70,13045,13143,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.9160621747831916,-0.06845633618178344,1.1352398180084078,-0.07177917208129303,-0.13174132388760657,-0.026150107075733953,0.15228871942598862
21,73,13045,13149,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.7060628445166197,-0.30535112652151725,1.0929877153824692,0.13822015818527889,0.10515346645212725,0.01610199555020464,0.1744171376223133
21,109,13045,13223,0.8442830027018986,-0.20019766006939,1.1090897109326738,0.9806977826289596,-0.12577666206984192,1.039117997844693,-0.13641477992706097,-0.07442099799954807,0.06997171308798089,0.1704215882987362
22,145,13047,13295,1.053162170428991,0.06695011361198959,1.041217303730258,1.0434073577848941,0.08125664296703504,1.0846379026254742,0.009754812644096944,-0.01430652935504545,-0.04342059889521632,0.046745925601355584
22,154,13047,13313,1.053162170428991,0.06695011361198959,1.041217303730258,1.0572159531092373,0.03460638178887294,1.0018547063516754,-0.004053782680246254,0.03234373182311665,0.0393625973785825,0.051107379258310076
23,147,13049,13299,-1.3582325514714153,1.4348716681208025,-1.9965118875847447,-1.3513011165760374,1.5112410940030905,-1.829517975934725,-0.0069314348953779525,-0.07636942588228801,-0.16699391165001964,0.183758810747876
24,50,13051,13103,-0.8596058067572615,0.3299237090735593,-2.0289241754490597,-0.5683033557737451,-0.06818569145256519,-1.5323036364248956,-0.29130245098351637,0.3981094005261245,-0.49662053902416403,0.699985837368818
25,97,13053,13197,-0.5985088845518108,-0.5992505092231449,-0.25791133463303545,-0.49663180523893075,-0.6237761158685372,0.009603737172757788,-0.10187707931288009,0.024525606645392273,-0.26751507180579326,0.2873060359858562
25,105,13053,13215,-0.5985088845518108,-0.5992505092231449,-0.25791133463303545,-0.32275919414547366,-0.7410686364960809,0.015576918707882782,-0.2757496904063372,0.14181812727293597,-0.27348825334091825,0.4134562826924507
25,127,13053,13259,-0.5985088845518108,-0.5992505092231449,-0.25791133463303545,-0.8767441237812877,-0.32652884224128703,-0.47905996487225977,0.2782352392294769,-0.2727216669818579,0.22114863023922432,0.4479940542542198
25,129,13053,13263,-0.5985088845518108,-0.5992505092231449,-0.25791133463303545,0.13181175081821875,-0.9788623576361953,0.662728874631076,-0.7303206353700296,0.3796118484130504,-0.9206402092641115,1.2349298687847514
26,56,13055,13115,1.0161942730740805,0.0655484674282306,1.1156428462593262,0.9988591707422331,0.023319042477536796,1.1120721930582063,0.01733510233184743,0.0422294249506938,0.0035706532011199332,0.04578842286871836
26,145,13055,13295,1.0161942730740805,0.0655484674282306,1.1156428462593262,1.0434073577848941,0.08125664296703504,1.0846379026254742,-0.02721308471081363,-0.015708175538804436,0.031004943633851978,0.044143009502911675
27,32,13057,13067,1.0416201676063188,-0.16281216713574764,0.8643068646539777,1.0003549504532152,-0.23824000819257973,0.9262477211463884,0.041265217153103606,0.07542784105683209,-0.06194085649241077,0.10596625432750252
27,41,13057,13085,1.0416201676063188,-0.16281216713574764,0.8643068646539777,1.0564658518101457,-0.22400204918691827,0.7311165236782359,-0.014845684203826925,0.061189882051170624,0.13319034097574178,0.14732366725733612
27,57,13057,13117,1.0416201676063188,-0.16281216713574764,0.8643068646539777,1.0443443525631058,-0.2944439782167083,0.7168456889230307,-0.002724184956786946,0.13163181108096067,0.14746117573094697,0.19768447895595073
27,59,13057,13121,1.0416201676063188,-0.16281216713574764,0.8643068646539777,0.9532898607226299,-0.39602573764237825,0.8986264589532265,0.08833030688368892,0.2332135705066306,-0.0343195942992488,0.25173129947521994
27,63,13057,13129,1.0416201676063188,-0.16281216713574764,0.8643068646539777,1.0425697419571056,-0.015449221058554822,0.9924665608915446,-0.0009495743507867971,-0.14736294607719283,-0.12815969623756696,0.19529886663189508
27,111,13057,13227,1.0416201676063188,-0.16281216713574764,0.8643068646539777,1.0505282485516823,-0.1257216465135539,0.8618438646965796,-0.008908080945363439,-0.03709052062219376,0.002462999957398071,0.03822469090711749
