AreaKey,true_regime,initial_regime,refined_regime,true_Intercept,gwr_Intercept,mgwr_Intercept,grgwr_Intercept,oracle_Intercept,true_X1,gwr_X1,mgwr_X1,grgwr_X1,oracle_X1,true_X2,gwr_X2,mgwr_X2,grgwr_X2,oracle_X2,true_X3,gwr_X3,mgwr_X3,grgwr_X3,oracle_X3
13021,4,2,2,0.03778089169643547,-0.016638059944605155,0.0984880049857022,0.18328886806978603,0.198938518402489,-0.3319181569423596,0.47223666173335843,0.7283731499280189,0.8648166276055747,-0.31093472012987244,-0.43554227529343387,-0.002481739963596803,-0.03346899127010337,-0.5242966403977548,-0.542873141424242,0.6969152757255176,0.3241746396458719,0.432476874155275,0.48347702745793486,0.592641034770087
13023,4,2,3,0.07413390351591892,0.2431926669810188,0.101141309838264,0.23901821955708535,0.204212746137561,-0.2843567872776056,0.28890855779214436,0.3119451700362335,-0.2899488324806503,-0.30595117783751147,-0.42557429834733473,-0.17920434255689524,-0.14479497452570878,-0.5354260899777626,-0.5485245448512607,0.6653685201854659,0.37975389568263024,0.5177765181821694,0.6177447108214547,0.597734993477977
13025,4,3,3,0.11198858571978677,0.016194962762455706,0.08503646425755558,0.10698161172736957,0.1077121186174231,-0.2414185994448647,-0.25858695413660787,-0.4619832826385355,-0.3984289373302812,-0.39386450486531155,-0.41544220634143103,-0.5583083137779875,-0.5945045890721601,-0.5853908340370335,-0.5807014454276639,0.5606480431408261,0.6857271322541529,0.8242829651989583,0.7739185370558005,0.7466881558080402
13027,1,2,2,0.20228952606777598,0.07490518752388575,0.08978749999244645,0.08095422741828556,0.08359523390423407,0.986238162453954,0.4256507762506317,0.562851333995624,0.8239425079675251,0.8263067969111899,-0.5247896652444451,-0.42467864967680846,-0.4486486352956584,-0.5116904135861661,-0.513428745035861,0.22407401567885074,0.34188196740708743,0.2759602216813615,0.17488086286520726,0.17256570675493793
13029,4,3,3,0.06073650281309077,-0.005172125194422762,0.08500898193911177,0.09587475729432435,0.09415591042267929,-0.3077614427623607,-0.2708559748810779,-0.27128506649977613,-0.3419737325120513,-0.3608196592866362,-0.36788953744049313,-0.5065298269791576,-0.5181979291532913,-0.579487807451369,-0.5751340137333376,0.5812641104019148,0.45361941790940075,0.46587174295062744,0.6893680588679509,0.6687499396613552
13031,4,3,3,0.05582978171940783,-0.0011153185910025027,0.08743549815147875,0.13991482384184006,0.11825977596357473,-0.3127231484139281,-0.18574395650505537,-0.12826030610697547,-0.3140743348535717,-0.33392697496478957,-0.3700409432956335,-0.3902452528848192,-0.39635172473240565,-0.5696455161031245,-0.5695427949977757,0.6018686839539779,0.18445079152323485,0.022160089866425897,0.6362818079600393,0.601867837884806
13033,3,4,1,0.1018409719423783,0.04488452002336123,0.08667874665428556,-0.23800815482090837,0.16895088636091982,0.16011648574178103,-0.11021843956246885,-0.0476898960369023,-0.35788138875220876,0.17375142469530708,0.043304720431045336,0.10142035020110257,0.05568307939208047,0.49351354260337105,0.1239192964173125,-0.7579621199576697,-0.3597342329415502,-0.6056078641346352,0.048082013760026174,-0.6956723494902868
13035,2,1,1,-0.010771183633545218,0.023604609914342566,0.06962652218888352,-0.13041996778771908,-0.10293572988290212,-0.7137313443553251,-0.09031390020829852,0.05204293842302969,-0.5634910339595436,-0.6570480758987362,0.6753735978897667,0.15207340811655937,0.23897874421621526,0.4975397829184902,0.48130217463129493,0.2985448277370096,0.16569013646923192,0.2643917834102347,0.26596205406641005,0.2803239174236989
13037,1,2,2,0.13622219885019837,0.19809772762221786,0.09677807986813027,0.16021590647209233,0.161300285947092,0.9014373762918836,0.7683108281376412,0.7988111125568966,0.8515756518799251,0.8522611241252385,-0.5317225696561182,-0.4545229197748762,-0.6337337011560977,-0.6047135822624465,-0.6050510725662405,0.29354860187543175,0.32794826785952425,0.37028246391766273,0.3247663113902968,0.32366275278735457
13039,4,3,3,0.09326793935930021,-0.0061161904373730185,0.08330099613136657,0.09740210882289443,0.10014869976467891,-0.26864382228022843,-0.25191626877013756,-0.4728349372756121,-0.40760265404380464,-0.4025427136174431,-0.4162520337997263,-0.5480684548782566,-0.5794956713215175,-0.5799973474134763,-0.5767411878420313,0.5448091128835275,0.6792684457149456,0.8526505306782333,0.7858880598350562,0.7578290403566703
13043,4,3,3,0.0623639394860971,0.02626637913638226,0.08974035201867256,0.16240975558509949,0.1373046546828372,-0.3034966381993142,-0.16417307951903706,-0.11004435389901253,-0.3077876051578742,-0.32708816012448305,-0.38140918167073223,-0.37671908584596414,-0.31931536602849353,-0.5680688504495357,-0.5704740723930508,0.610362703339357,0.17450620694671415,0.03806871931470984,0.6234668385691186,0.5901869823968774
13045,2,1,1,0.0037574307287940928,-0.04533989521481295,0.04990939266603035,-0.12455442307545356,-0.11026380126508611,-0.6917554082827814,-0.5349135579928528,-0.6877357817855707,-0.6666168134512864,-0.6828021333100063,0.6321557608980972,0.3247297302311418,0.2435684736429148,0.4972697994908416,0.45150391623332997,0.34260947130890435,0.37797619917758085,0.6202980006595655,0.3019579689232775,0.3355768059288267
13047,2,1,1,-0.01015288043630485,-0.06517537768868198,0.030583478311472803,-0.11476594159264163,-0.0771542035002028,-0.7090306859227268,-0.8239650191954698,-1.0346197949618485,-0.7434033217854562,-0.8596253016089789,0.5724294475599742,0.49981854114950486,0.6239024734570351,0.5172402079423085,0.5251546517835837,0.3934871685337041,0.24058704982716442,0.3077216948545534,0.31313843051360213,0.3070895256562697
13049,4,3,3,0.12995162955601247,-0.010534618947319436,0.08484968069685933,0.11312781775608928,0.1129528398414949,-0.2181102836721953,-0.181959099028263,-0.43073445855158415,-0.4111121798498159,-0.4027606159309099,-0.4353422002913189,-0.537546634338711,-0.6048974124470162,-0.5849290874730902,-0.580592778636221,0.5556969876485521,0.6689722067128351,0.7389116955342963,0.7925888229194905,0.7651704009182467
13051,4,3,3,0.04247821289145178,-0.024388688602249485,0.08314862494968915,0.08313836937761863,0.08465979177927166,-0.3324014229339688,-0.280338086922166,-0.26174432898456146,-0.3506846547823925,-0.3680567446396734,-0.3541254337342157,-0.49021164686653196,-0.5099168738015363,-0.5741614429139669,-0.5707574406365522,0.5792484362494617,0.4308060610835308,0.4818097654415351,0.7055023657685991,0.6798446073820078
13053,1,2,2,0.09299135453713182,0.10709807729020224,0.0904954328364175,0.20446126066535886,0.22911059273601111,0.8459327191441373,0.7241247373453878,0.8359071894532302,0.8675889903478397,0.8768721983537039,-0.5143189864734362,-0.2820234171521423,-0.20737499555753697,-0.5697210370115531,-0.569961240935726,0.3275720061773136,0.5514397941040026,0.48686204779422765,0.4461144878530948,0.42188704682865447
13055,2,1,1,0.007405703359070709,-0.0734481542165882,0.03504487495278222,-0.11790775514508232,-0.09383214910345129,-0.6854695869820951,-0.7889882505738146,-0.9727517904362212,-0.7228459059337706,-0.8302425299937699,0.588255070244179,0.45159259732290247,0.5540929195068198,0.5098634016817907,0.4695274235772232,0.3790315674099034,0.2743607925532032,0.3405362908978039,0.3100854386583819,0.32522452956982956
13057,2,1,1,-0.051624592135547744,-0.01009793036487612,0.039303791825424095,-0.11388208448114209,-0.044483043688160646,-0.767049124961704,-0.7179518104166314,-0.740495457148578,-0.7103217034052296,-0.7845310136783538,0.6261336976693451,0.46660589405220826,0.6101628826265625,0.5154051853786397,0.5045138672587537,0.3549663443562453,0.1667243548255805,0.37263497016089725,0.30725229392554415,0.2990649100581647
13059,3,4,4,0.02046864579924822,0.11575538217477749,0.05255537963144654,0.21370539897529156,0.24832516355331413,0.05355229621221344,-0.3665857299959881,-0.35991280148411664,0.1419122549121794,0.20616144371446402,-0.028940727823436072,0.46954818361884876,0.5648278048540161,0.034811447256095196,0.05979912387965576,-0.6628357587299556,-0.266997158362692,-0.48074707745484485,-0.6089467753872131,-0.5964579892593611
13061,1,2,2,0.11611857375853032,0.17699734059654262,0.09495297840218556,0.16625232022351946,0.16678533737728063,0.8741572850046281,0.7871325941127435,0.8405576857184515,0.8612381290060847,0.8615352244594654,-0.5413049001542025,-0.4354692217524614,-0.5860673365083484,-0.6232209675189957,-0.6233465740754506,0.30239440964139314,0.37101867374666997,0.38262353067074995,0.3611893694205536,0.36064428296616396
13063,2,1,1,-0.020967387276238116,0.022297815420863464,0.055931351749758086,-0.12241257956237181,-0.09888942223754286,-0.7263445183846956,-0.42340263414789736,-0.5319070034912486,-0.6358237361218688,-0.6614493622765774,0.6568576203964879,0.24655260692295017,0.23709413198681378,0.499860239883941,0.45630976386659233,0.3234072355711254,0.23078022099742299,0.35728099132442437,0.2930277304051492,0.30775252274946946
13065,4,3,3,0.16055679096728898,-0.020849597051717055,0.08683173885411893,0.13969169237167064,0.13613930557085105,-0.17511040907522513,-0.020742616337111976,-0.02870037348571321,-0.4112755338575669,-0.4008495008916516,-0.4572847367171631,-0.4970915210656619,-0.6034420870093802,-0.5894167334295306,-0.583996052741451,0.5770477046938641,0.5975415547885113,0.48132027963597473,0.8005670260831164,0.7750530710018335
13067,2,1,1,-0.03361738603546743,-0.009856458862600165,0.044814631365634454,-0.11785491623566327,-0.054807093414810756,-0.7426370724950546,-0.66986050536643,-0.7438380725885271,-0.6851948876091697,-0.7242418715284332,0.6364008543514982,0.361333626730741,0.4465564587268587,0.5073285837265762,0.4301768393597814,0.345924111006599,0.25087922080792374,0.4673564412741881,0.3030794263214507,0.32981168171124076
13069,4,3,3,0.14306452368910197,0.09863965283425605,0.09026845838630439,0.1785709428453254,0.17077558270536541,-0.1955427183070649,-0.06693279424625559,-0.23231576198519752,-0.34935131381676304,-0.3505517447850216,-0.4347346780363656,-0.5128033089675571,-0.6261175301720497,-0.5841325725794682,-0.5877150909967919,0.6049958846675799,0.6330012466745629,0.5608100312409546,0.716850834020706,0.7115651703042065
13071,1,2,2,0.18963267818729204,0.17288587620419493,0.09266062328106504,0.09990808257576785,0.10279014535025473,0.971187388891477,0.5648579662257814,0.5989396612597354,0.8269578667652596,0.8294693187088147,-0.5162205086712153,-0.474449944914784,-0.4346365081947676,-0.5230621749367802,-0.5248334964926754,0.2453608437744495,0.29739905053802507,0.3435657431794167,0.19344495946932433,0.1908267529898895
13073,3,4,4,0.06560733671265274,0.09533807710653963,0.07539084998002415,0.24882076092018915,0.20648419928506756,0.11188229921295419,-0.10888055699195691,-0.13716563977571242,-0.0975441018831606,0.05576578366197804,0.02352416176637559,0.24043685925116165,0.19917109048626774,0.15629529778636014,0.12740924351864807,-0.7305236213475237,-0.4613292258171909,-0.606526153832214,-0.6068320945641474,-0.6418036576378144
13075,1,2,2,0.19741378955973649,0.11443825029198691,0.09076052320895839,0.0865642953966113,0.09019821764713082,0.9805824279756783,0.3596252710151793,0.44717596215503985,0.8196313133657482,0.822995308292368,-0.5079464753698226,-0.40154061099118077,-0.4681570684381221,-0.4924168756673771,-0.49495923447178763,0.22687473990899407,0.38606625018754404,0.3442494187385531,0.160585277950532,0.1574405074397729
13077,2,1,1,-3.5419999405616045e-05,-0.02665037955467266,0.05599764725559794,-0.1264998556459037,-0.11833271858458187,-0.6974296864422712,-0.34686074091884544,-0.5421925430632621,-0.6424558029651316,-0.6559180152153706,0.6457040506434998,0.23395297047449756,0.16825143212343308,0.4945301239641823,0.4526584699209938,0.3306285452312183,0.36944566244548754,0.5850522776256007,0.29745831606774886,0.33175096220625166
13079,1,2,2,0.0788169922312737,0.01067971823017843,0.09793028491794481,0.19215722780291095,0.24128074212005807,0.8267333155714943,0.5428043209893927,0.8446853780596715,0.8712198163638055,0.8878767687231748,-0.4805680630638971,-0.07544864932635274,-0.09407449964235459,-0.5263475986593239,-0.5228781039810491,0.313390003617923,0.45683716354981996,0.579122777085648,0.48617777059957484,0.4379756301924368
13081,1,2,2,0.1470448649370862,0.2803113731330044,0.0994993529627699,0.15995314159557916,0.17814861570512214,0.9166112109715467,0.5417296012138997,0.4684673502229034,0.8316388639667753,0.84482205314522,-0.48714100208004946,-0.38573149638796833,-0.3223761479710462,-0.5035707312674846,-0.510375882036195,0.27387429568559524,0.42318826156638817,0.5358269386874621,0.29203674155944936,0.2730340503250339
13083,2,1,1,0.022338852882214284,-0.07983769367339102,0.031036032742253278,-0.11669027213267817,-0.09175741379127902,-0.6648028458679376,-0.8269349151413037,-1.0177020522246538,-0.7381341893945873,-0.8560480176922656,0.5635922128183464,0.48425664458855966,0.5983486486134996,0.5133184071954732,0.5014471993500482,0.3931822549924687,0.27134371232418625,0.3063166890070966,0.31239644730938526,0.31539597036836536
13085,2,1,1,-0.07371067597981527,0.03140997122164523,0.03806362678264419,-0.10882652716601213,-0.0320697178568583,-0.7977830340288934,-0.6901834222910055,-0.7374037197272887,-0.7226748461371193,-0.7976247129470287,0.6294278872850435,0.5193629015030219,0.6533073521364636,0.525361481350463,0.5482961144595119,0.3492413309761427,0.07952946958268417,0.28529330777728407,0.3093279946830564,0.27907738307753105
13087,1,2,2,0.15815208094519584,0.16083710505118376,0.09220053730617299,0.10261656987745187,0.10365299686647733,0.9278865930986645,0.7492505284478387,0.7787626319230141,0.8415137618623365,0.842298917500572,-0.5594458744100872,-0.5543623437688705,-0.5171310327482428,-0.5807054601566666,-0.5811787901588576,0.2673376122571032,0.25241074526613183,0.3525179616732244,0.2675553153747122,0.26655920885875
13089,2,1,1,-0.03855759428836411,0.0564910409082854,0.05147866375417734,-0.11731851496538795,-0.0677971149085088,-0.7503625023631814,-0.5124861802768834,-0.6802333767829517,-0.652692409506258,-0.6900917843175399,0.6558502469694627,0.32132819916934213,0.4311698048955246,0.5071390080335175,0.4731069752296614,0.3257358815958644,0.10164763842614924,0.07549208575393243,0.29510356064047905,0.28819477767427926
13091,4,2,3,0.09566893499535738,0.31058450699883766,0.09770467776773868,0.23987586071206599,0.2096627022831664,-0.2562372310142753,0.15481139352117024,-0.016488915407124646,-0.2891017176334746,-0.3016508134657651,-0.4239180731830427,-0.2997292907723559,-0.21146281785674326,-0.5417035234815835,-0.5543118901344086,0.6482594786325795,0.4700780758991896,0.5661489812523866,0.6234715537585958,0.6069115223557465
13093,1,2,2,0.12671460881527197,0.27178494805341696,0.10254438251207688,0.17883254419938946,0.21086594944143444,0.8899684559778497,0.5888186804451905,0.6391232626508727,0.8447524632154748,0.86181838082162,-0.48230608479194714,-0.26447147238528684,-0.3257631552116223,-0.5151504893062641,-0.519355141851518,0.28568774225008514,0.4508550761186067,0.5534432057553658,0.3862458925382287,0.3533246463742066
13095,1,2,2,0.15730600634001915,0.22339006057799615,0.0978727150724703,0.15094548488942658,0.15326925213696407,0.9298156360600845,0.7232801941883857,0.7097188068479572,0.8398918304719528,0.8416064588799202,-0.5167010435428547,-0.4902162564922499,-0.5733121114893621,-0.5701595676760091,-0.571161899603226,0.2791839343077006,0.29231947517279316,0.33186077970853983,0.26911461314579754,0.2667920119161207
13097,2,1,1,-0.015123788994560473,-0.027123073983660366,0.048480123202580536,-0.12160923646204236,-0.09217355659901846,-0.7174537597517696,-0.6042756754458621,-0.7224374150337409,-0.6706363784325982,-0.6905023828471453,0.6379905964752104,0.33093763996306086,0.3556816227855618,0.5012773277821372,0.44336194848371613,0.3424583136547176,0.3267858214651955,0.5574792720168024,0.301392056219604,0.33046195680572815
13099,1,2,2,0.12833904706412055,0.18124440800250075,0.09396037577607508,0.13608508716017906,0.1367797516802039,0.8895360224131079,0.7805568036341525,0.8067071099500172,0.8520432449306174,0.852496077375209,-0.5497957469647609,-0.47647755213303744,-0.6174603606411351,-0.6104099666270734,-0.6106380512973028,0.291208373540158,0.31352385798256477,0.3903592461591409,0.3272067374084364,0.326508626292898
13101,4,2,3,0.16755067713135957,-0.03927294662322531,0.08627868227078554,0.14046244371788208,0.13772499059711799,-0.16660637241309545,0.06994481745183026,0.11751324553298781,-0.4176781786190391,-0.40979450112392557,-0.4741039609937184,-0.4745303962804555,-0.5623608947639775,-0.583963035279808,-0.5813489510075571,0.573537243529099,0.54212688415891,0.42563694963552334,0.8064734377572025,0.788998058388831
13103,3,3,3,0.1285977890781936,-0.023506078341127796,0.08495142949874337,0.11507679916919597,0.14318823772508432,0.19440653662428678,-0.21636501317918805,-0.15634882106917153,-0.32308716897969725,0.2566478863427079,0.06457770498649312,-0.4136852325585025,-0.44907088464977796,-0.5706038116009393,0.10915152010677084,-0.7961671260965871,0.23449140562312318,0.13781550179198174,0.6560558509999318,-0.7100782513291224
13105,3,4,4,0.011863883615277218,0.10597343515845929,0.05332053852655779,0.20378038509852564,0.24335177435648214,0.04056286043033862,-0.3475416636232916,-0.173404500693838,0.098838667636687,0.1700022399937879,-0.020128180870530466,0.3939591004193677,0.31167237555342536,0.02043893353298215,0.05973909024357359,-0.6800302435475921,-0.2904333816383808,-0.45712094909971646,-0.5767047739851031,-0.6027766202687537
13107,4,1,1,0.053855268210475225,0.05061695105634803,0.09188312954783295,-0.23616596722770122,0.15160836109501913,-0.3142174817415078,-0.13428774661024961,0.0008573753874559498,-0.352706800836765,-0.3226866841436624,-0.3875382020631643,-0.18768691863497558,-0.11014632512132938,0.48343204761747693,-0.5650670786188876,0.6241897571413125,0.013864127873644057,-0.16358305163932663,0.05965802970575987,0.5776303338510144
13109,4,3,3,0.07206738193420408,0.0239021994837856,0.08783949623689163,0.13711018813772316,0.11773877409090683,-0.2914049100478753,-0.22386778745494654,-0.2314128343806489,-0.32010090791520984,-0.33608567610854995,-0.3793938779059316,-0.4907644217828991,-0.4845670465645108,-0.5780746495672258,-0.5785603809713407,0.5956782016753777,0.3834838066296205,0.29348204504242115,0.6467315491721465,0.6169673253027845
13111,2,1,1,-0.06700090544579361,-0.01839427051544446,0.03140153554803544,-0.1093209382389556,-0.0477754557233798,-0.7875787624528733,-0.7853820714123961,-1.0704608166123721,-0.7538211648359577,-0.8433270956283903,0.5956731806864877,0.5286964535146491,0.6492389614149086,0.5285519055328054,0.5600516510161818,0.3772775146800233,0.15591581996844564,0.3358743250713667,0.31510771965940937,0.2859189465453929
13113,2,1,1,-0.010747561852167348,-0.002540786927640929,0.057233283141277576,-0.12498563202891491,-0.11278904341272296,-0.712295823573628,-0.3632001806372571,-0.5041522139139094,-0.6335689229674046,-0.6510693702953856,0.654041321547893,0.2245330485603744,0.18386324127803078,0.4964782605381635,0.4516453832923204,0.32483221464155526,0.3086492941596295,0.4760520248346915,0.2940269874600826,0.3221093566115301
13115,2,1,1,0.0013089802364883488,-0.06669368709680219,0.03790878590709953,-0.11888986109542335,-0.08919905547432895,-0.6940266381099466,-0.7577533536855504,-0.9181857036096606,-0.7118522619858927,-0.8005364240397885,0.6016581169278885,0.425944012003591,0.512343336193959,0.5074350416893899,0.44536877403233144,0.37023649382720136,0.28180827821652016,0.3925482200938719,0.3084206890760815,0.33330740927896
13117,2,1,1,-0.06640880345961798,0.055550326757118955,0.04116268629328745,-0.11034404682799194,-0.02652208415777558,-0.7880235559177273,-0.6461356900426091,-0.6509468265788997,-0.7033232996368595,-0.7691597934742684,0.639550916012143,0.5050394195521498,0.6178540585266022,0.5207782027530246,0.5322099738054046,0.34098949599157,0.05005259689297196,0.14300576734805398,0.30538244623119715,0.27990340992344626
13119,3,4,4,-0.0032931261321091977,0.08540815941762668,0.044498447836118116,0.1926886854516578,0.24657226847060343,0.021074394055429137,-0.47766528876091113,-0.331923384003747,0.14206487500690101,0.1894935606853447,-0.04399510210817994,0.4749809667354583,0.4702467405883265,0.012359742097286769,0.052691819246112576,-0.6530210593052449,-0.15920626422674847,-0.3385734434774056,-0.5792793210210095,-0.6007554032503275
13121,2,1,1,-0.02782972566877892,0.008129119298234127,0.0499397214007849,-0.1198676932452559,-0.0798994612826647,-0.7351851287860685,-0.5707000106190853,-0.7045663610950985,-0.6628341173078304,-0.6833201278619077,0.6471124847700329,0.3066830669384059,0.3220314680641313,0.5035190406010605,0.4415569513231245,0.3349030181902838,0.2480598077337926,0.4229918144258639,0.2988408480411564,0.3197829344852817
13123,2,1,1,-0.06093799505610082,-0.02358337061304246,0.032827695270409074,-0.11099567902544992,-0.04944230866968584,-0.7793288455775309,-0.7843464512273488,-1.0584241256865172,-0.7413542487152706,-0.8330598209010995,0.6034136191331387,0.5205217883916449,0.6446357943887535,0.5237607410594256,0.5469041931524993,0.37236725904272,0.1689045311216344,0.3416372446813648,0.31282761978375784,0.28960246996451144
13125,3,4,4,0.0813691091679256,0.07932914853430666,0.0862763784911301,0.2675771146725744,0.23321540584220612,0.13358665389983784,-0.09632122528623306,-0.052060294499587205,-0.0504177143868797,0.14287138605794591,0.018401232187484285,0.22190871662861889,0.245810000765388,0.1496345297969923,0.12601208681181414,-0.7275167795762982,-0.33895230944729243,-0.497470076145045,-0.6459568453243559,-0.6089353426780728
13127,4,3,3,0.0762730356413122,0.0015081085701419972,0.08342133036501168,0.09184727571163767,0.09549562710220004,-0.2902930246758735,-0.2677420315606024,-0.4460891393262625,-0.3953891346680789,-0.3943816626866813,-0.3962910429610639,-0.5455895232637752,-0.5637455988277452,-0.5794762997123144,-0.5761331871288835,0.5533143407496295,0.6454983846375348,0.8247045973029536,0.7685743923839212,0.7405290722009688
13129,2,1,1,-0.02958901122088533,-0.056806985246492185,0.034833373299889045,-0.11522361777822669,-0.06928442509890595,-0.7360929788309002,-0.7956355681022019,-0.9675872453701658,-0.7272011516971553,-0.8287394779742014,0.6000241575235259,0.48121550039981237,0.6041835468435717,0.5147163159230437,0.5044295830877551,0.3755942065082092,0.23666955789448496,0.341159143209952,0.31048230275948074,0.3088185203446255
13131,1,2,2,0.17910982104215833,0.14256983477612012,0.09205420559112142,0.096116074586758,0.09759757073379857,0.9560952632095107,0.6905231730457432,0.7398475404380287,0.8358413911190512,0.8370324802386764,-0.5476060246521097,-0.553057514785772,-0.45743433720410376,-0.5599857925833894,-0.560757223250136,0.2546474669932227,0.25471062575196096,0.30456582527915915,0.23555899024973048,0.2341706769697922
13133,3,4,4,0.04744801561790708,0.11344276906705854,0.06741115464804781,0.26719015413405667,0.24707611571646765,0.08926779378477771,-0.2005545490942547,-0.11937209827988489,0.07915352467543096,0.2021590082839906,-0.0082577147743406,0.34831685365393217,0.5264001969629991,0.09238924733727316,0.07235606277495785,-0.6885032556755171,-0.30218426322997566,-0.4577954916547471,-0.6572299673153599,-0.5939794898452891
13135,2,1,1,-0.05856048602171838,0.09853239155918249,0.04606879638391023,-0.11149744979954616,-0.02490218562072861,-0.7777173792942454,-0.5689405523915514,-0.6668763985757377,-0.677755200614538,-0.7310520713437649,0.6514603342396257,0.47484207236620746,0.5957323407741166,0.5170875431021755,0.5147908264250549,0.32958460093425823,-0.02236684573442445,-0.16087692348672858,0.29963851226510785,0.2742376188481417
13137,2,1,1,-0.09912780918699135,0.07023970609766331,0.03872707347783637,-0.09387462143136276,-0.02021299332357724,-0.8339270706566091,-0.6013034559628195,-0.5863883697948021,-0.7541683394951233,-0.8083530498359358,0.6371067329205496,0.5261951071002784,0.566702763948431,0.5565065636225865,0.5863728864869737,0.3321888232876613,-0.02917130586018374,-0.04422062861644002,0.31766467037684976,0.2602272066456198
13139,2,1,1,-0.08287893394296743,0.09231084434880016,0.04162144895733784,-0.10317647479913819,-0.01888180371379685,-0.8112355670382478,-0.6021331872496984,-0.5515297845499483,-0.714124064972301,-0.7817481596631004,0.6442805534281154,0.541227187711619,0.6204687930012172,0.5343357619442289,0.5648387344763801,0.33235101802930944,-0.03814760455516884,-0.13524978435118734,0.30744029951328866,0.2643004866560673
