AreaKey,initial_regime,final_regime,regime_changed,fitted_z,residual_z,regime_local_k,Intercept,PctFB,PctBlack,PctRural
13135,1,1,False,3.2709943168102718,0.013481455042268387,62,0.24395645096376178,0.7312706222843222,-0.06819204696645131,-0.29315452958919425
13137,1,1,False,1.091796469874658,-0.906409308161759,62,0.2785276405916651,0.7076839383556627,0.002759873080502906,-0.3103297959029599
13139,1,1,False,2.160916112748382,-1.3768413786221432,62,0.26750491730842785,0.7097817415435619,-0.020550896445113986,-0.31382428575724697
13141,5,5,False,-0.9038353228260646,0.17358266790679688,17,-0.11599446566568236,0.13197656854752654,-0.012231580179656299,-0.5967534822273234
13143,1,1,False,-0.14808680144148542,-0.45890664739268294,62,0.13900369039250635,0.8434863202601415,0.002054155881971026,-0.1965080861965745
13145,3,1,True,0.08914761579402099,0.3779748741133908,62,0.1894800497183623,0.9020221535293647,-0.05894530631374484,-0.09630877294138973
13147,1,1,False,-0.18612208082192444,-0.13913603981773115,62,0.29615067034643244,0.6945918734775388,-0.04995854798203442,-0.33762684169196544
13149,1,1,False,-0.5263340656668174,-0.39761162738617795,62,0.1642280838571772,0.8800066320791353,-0.02628242688750157,-0.13954729554270084
13151,1,1,False,0.16604689308666098,-0.20956968553180377,62,0.21749457657407256,0.8447946244319451,-0.08521174723051433,-0.14946698047109366
13153,3,4,True,0.7109542336917047,0.1787712485074764,38,-0.07058078812065272,0.26211781262264716,-0.03320007979253438,-0.29209414199973505
13155,2,2,False,-0.6248238629823477,0.15869807824543591,19,-0.420314848619776,0.36091159159464076,0.16511220801885348,-0.21202208676047907
13157,1,1,False,-0.04399659599579531,-0.2988699826560173,62,0.28215215013565575,0.7023727182688537,-0.057929979836616324,-0.3260850093658499
13159,5,1,True,-0.09114352785430424,0.06522919342131875,62,0.23678159748052285,0.8194024979801022,-0.08774084450809623,-0.17808400362437196
13161,6,4,True,-0.1425905153875235,-0.3235352693493883,38,0.0710727885187036,0.6017828087867378,0.017931646376399643,-0.20532079521845228
13163,5,5,False,-0.9072139448445378,0.07131054185232777,17,-0.01860068813370791,0.4269058836749391,-0.06920519287905241,-0.47234739360799116
13165,3,4,True,-0.27062797647628434,-0.30114855633356985,38,0.08393992012640661,0.5952296761191594,-0.046414455539398575,-0.21132843327405773
13167,3,5,True,-0.827798688310744,-0.23701466883950761,17,-0.05496636149126502,0.26706819605615956,-0.031982878049779666,-0.5241190250756278
13169,5,5,False,-0.17474433864648908,0.3601315003593881,17,0.0444821235274068,0.012875958281484405,-0.12838887131836613,-0.5212067100087756
13171,5,1,True,-0.3478681417537184,0.18108614322347635,62,0.21900636992712896,0.8716262756160218,-0.09201830358265138,-0.11457026506576545
13173,6,6,False,-0.9605402856300292,-0.016230781459437127,17,-0.4188644201273848,0.2697911981637609,0.15430818561858828,-0.4283914602253108
13175,3,4,True,-0.11207017232170072,0.29745733403459973,38,-0.0070863595862308,0.44941841922402587,-0.02744166593446891,-0.21605701428958626
13177,4,4,False,-0.2177238798941641,0.7024548278137329,38,-0.057751168609094364,0.2386237026410661,-0.026355103036959787,-0.2995273490228547
13179,6,6,False,0.605618187354284,-0.17371261347118616,17,-0.22768812264599367,-0.1291120674569384,0.3139950053099878,-0.6558594331496589
13181,5,5,False,-0.7480100212273542,0.26427577847828504,17,0.16106450657368337,0.4816701521422929,-0.18375662149561914,-0.4113706170603922
13183,6,6,False,-1.1274475647587041,0.11545958164492354,17,-0.22610656571758642,-0.11408521803240537,0.3055177622134551,-0.6518475587613191
13185,6,2,True,0.14992550705649665,0.7926253491791557,19,-0.5299282468952234,0.246811080147919,0.1584498322037815,-0.6687059257468441
13187,1,1,False,-0.08456455456947815,0.11147559417296363,62,0.2533979940292401,0.7211679062025136,0.019394108869993487,-0.29421110465082867
13189,5,5,False,-0.2553570696617606,0.15900890318014682,17,0.09928342872943707,0.4745816612731077,-0.14057413121254222,-0.4363615295380677
13191,6,6,False,-0.5700528367838884,0.17436088409560457,17,-0.18256110180719243,-0.13673630989689706,0.2975356110022423,-0.6856422499600754
13193,3,3,False,0.013827502492384694,-0.16300104301046975,6,0.06294846474320623,0.778909206256022,-0.02256047820807644,-0.5142603200178125
13195,1,1,False,-0.18125458195239952,-0.03835279061431382,62,0.2924696870538866,0.6997166824759914,-0.06825659245212887,-0.3320378950482544
13197,3,4,True,-0.5553888025773681,-0.5622499286093547,38,-0.06210424270370843,0.2379964753776056,-0.033800682357252004,-0.2995966493631915
13199,1,1,False,-0.5145078678332173,-0.23335324509820743,62,0.19223882429496672,0.8917029118392232,-0.06585185823630137,-0.10508502292406804
13201,2,2,False,-0.5173929759475573,0.03365873319848817,19,-0.36789367594556965,0.000660090310662019,0.07188012107751117,-0.13540799390472244
13205,2,2,False,-0.2154732633315837,-0.3386948114661136,19,-0.3784182895169485,0.04752754241854001,0.08908992713182035,-0.15209777838375657
13207,5,1,True,0.040049013435728475,0.3038142703865841,62,0.2273984259973644,0.8569677313539472,-0.09322310381426085,-0.13115431993701887
13209,4,4,False,-0.003372991121376595,-0.14580054939670845,38,0.06605111560169638,0.5865056714164225,-0.010384089175757505,-0.20520906623792878
13211,5,1,True,-0.002599031543260494,0.01190161313458898,62,0.24831358564269757,0.7880964640134228,-0.08396767729284305,-0.2178455563825499
13213,1,1,False,-0.45036992173135426,-0.5087926873459552,62,0.1903447219117262,0.7505434294315334,0.04529252833128816,-0.2661567763262889
13215,3,4,True,1.0949942620563236,-0.09961803178419981,38,-0.06099539329776969,0.23574737353946992,-0.03525540083559989,-0.2998468429438167
13217,1,1,False,-0.01121734775935107,-0.24360694083167622,62,0.23646962876872255,0.8004945759327086,-0.08264322883152056,-0.202671236635257
13219,1,1,False,0.011038582419408471,3.0621356932872468,62,0.263793534785663,0.7471478210803493,-0.0772763782563333,-0.2703853646664334
13221,1,1,False,-0.33392961592941695,0.6601844417395726,62,0.2733522509138098,0.7377842670565962,-0.07780314697129495,-0.2837295490417759
13223,1,1,False,-0.35407467792586644,-0.2353103128961449,62,0.13550080256647423,0.819766968738309,-0.013977376144141185,-0.22408988966412832
13225,3,3,False,0.7472508249432399,0.001606993158684622,6,-0.09747076885500679,1.5394288595119165,0.02765752316614549,-0.61427395523182
13227,1,1,False,-0.6936311302381165,0.35076455158630393,62,0.19969696878376114,0.7423195261456921,0.012030737963192484,-0.2848886815472836
13229,6,6,False,-0.6207680806196201,-0.19752686436043299,17,-0.31540762126763133,0.16332121916065404,0.18863082540303427,-0.49468088895908746
13231,5,1,True,-0.08531486328613802,-0.20472634132920325,62,0.20867480832423926,0.8881912133831924,-0.08907613938675905,-0.0974357200495868
13233,1,1,False,0.03152694746957142,-0.7617796023888391,62,0.1286035329543035,0.8256647705595561,0.007613809900195889,-0.22044089384129795
13235,4,4,False,0.21103560138887845,-0.25455839383402123,38,-0.06829262032602332,0.2774383793777854,-0.025105102833645976,-0.28653002240472825
13237,5,5,False,0.10548719227134107,0.027074595405086666,17,0.019329165265171082,0.08521687135714168,-0.11059183155462202,-0.5204479241391413
13239,4,4,False,-0.4600599430906782,-0.18215042176780427,38,-0.052604568703969345,0.23082406859444865,-0.03237248616373782,-0.3002375750061784
13241,1,1,False,-0.08366167038046729,0.19861500004473803,62,0.27973847238180893,0.7096194992547773,0.01755781751520985,-0.3037894285712792
13243,4,4,False,0.02588750259010411,-0.8970078216066283,38,-0.05346144219606801,0.23207139812215374,-0.030958263117715087,-0.30025467522987614
13245,5,5,False,1.6009413532959789,-0.482305916938756,17,0.08848775741534892,0.5001440193366017,-0.15537161227373747,-0.3946224990919171
13247,1,1,False,0.972189109384196,0.28731399107028344,62,0.23024128342491135,0.7960325580745162,-0.07962491250555048,-0.20984185687345142
13249,3,4,True,-0.576500741785703,0.05754958301231994,38,-0.06232630168134513,0.2396852118826491,-0.03204373049413216,-0.29932860551796614
13251,3,4,True,-0.2789662427429185,-0.13433416795752234,38,0.10767082409975107,0.6411239547035448,-0.04504917739843026,-0.2090070699620898
13253,2,2,False,-0.37603746862224124,-0.178130606175456,19,-0.35203973885977596,-0.013318948281398141,0.06682752065584663,-0.1610654297268652
13255,1,1,False,0.02686390945305428,4.713015043119814e-05,62,0.21287300961360298,0.8657524537600685,-0.08724436728348617,-0.12411750041297567
13257,1,1,False,0.34985910226828926,0.029221097578337296,62,0.2870964308756242,0.7006790660746384,-0.02012014329657144,-0.3236698556216139
13259,4,4,False,-0.6401795722186775,0.12122841344529445,38,-0.05652323793999298,0.2333362722363057,-0.03289645851576642,-0.3001369948737904
13261,4,4,False,0.07511319858971235,0.7970038255973119,38,-0.06112294529837022,0.23995663838723147,-0.029828616402526986,-0.299294148199425
13263,3,1,True,-0.6311424672087843,-0.04628481367401238,62,0.2074512029193596,0.9063333467492376,-0.08806692509520803,-0.07714495421337395
13265,5,5,False,-0.8059686813701807,-0.13558546969497165,17,0.04030511151915232,0.41300216250163224,-0.06757864481754763,-0.5400326409141591
13267,4,6,True,-0.5316400773962142,-0.25143795155952464,17,-0.3118953746416574,-0.07920218154677014,0.32142392876135045,-0.5747059693737737
13269,3,3,False,-0.8762837100387002,0.1988564291559035,6,-0.049747889820726476,0.5778704232587094,0.07820052278350959,-0.5368394666114762
13271,2,4,True,-0.43616918940854715,0.02286877870810633,38,0.0030798473183154956,0.49444288016321963,0.04453010805000554,-0.2189933589264691
13273,4,4,False,-0.057569871100298375,-0.2500797915272002,38,-0.055812085789384805,0.23491385448057334,-0.029115401659932427,-0.3000645097801554
13275,2,2,False,-0.12737378273508262,0.5592793566181804,19,-0.3993906467232032,0.05595253492654161,0.13242967143317969,-0.37897849599979583
13277,2,2,False,0.15925675459428867,0.3782995673617514,19,-0.4345661306222221,0.3415942519415268,0.17814864990684465,-0.2079813488040882
13279,4,4,False,0.23738467822329257,-0.1576482645833358,38,0.09211920794219784,0.6311268297388818,-0.014907068496315762,-0.20384254718986017
13281,1,1,False,0.02715916506662175,0.05257724857333501,62,0.2702538973753168,0.7164449805204833,0.0340599304984181,-0.29197100743047794
13283,3,4,True,-0.27515606066883774,-0.5431388843112153,38,0.05112831715683014,0.5505399459011077,-0.027466104600460256,-0.20803035848513066
13285,1,1,False,0.18386001843439193,0.28326247147301986,62,0.17596895135665463,0.8901729167804535,-0.040172380517055004,-0.11963963441725542
13287,2,2,False,-0.4271256590178457,-0.23269316385279382,19,-0.41031033440316456,0.3684474712051214,0.1791956895363478,-0.08364661842409385
13289,5,3,True,-1.0968737500683743,0.014451934905965524,6,-0.2829260043996438,0.891393207414354,0.40517924816825485,-0.533018503253114
13291,1,1,False,-0.2613487884946686,0.11217524797658354,62,0.259341986768033,0.7211785506671271,0.035341801456481414,-0.28813475039612246
13293,5,1,True,-0.17999903361711173,-0.16286754503470086,62,0.21424627918590183,0.89546025684562,-0.09439186637273825,-0.08624816653593136
13295,1,1,False,-0.13916838346775284,-0.30934894325700196,62,0.10369509976693625,0.7859124854075339,0.023487877976352434,-0.2583347335012382
13297,1,1,False,0.07224378930938763,-0.3446765359125719,62,0.2484623200396044,0.7652956379456564,-0.07757164929370328,-0.24716156474014042
13299,6,6,False,-0.1685800401317345,0.07223187365012074,17,-0.3011850471763948,0.35394498285276377,0.13593224835823248,-0.49239588433264847
13301,5,5,False,-0.9024065601086538,-0.2856660031266972,17,0.025948271379075426,0.4294685766871906,-0.07383864957665602,-0.511835471089538
13303,5,5,False,-0.212480772323042,0.01048185776848598,17,-0.061383955622850525,0.23051731656479693,-0.027747090020644613,-0.5459913030057306
13305,6,6,False,-0.08884756966356666,-0.14836826091530367,17,-0.2316443354422927,-0.06419949404627562,0.2847252535009348,-0.6318401338010543
13307,4,4,False,-0.6285356095083713,-0.33062699956893815,38,-0.057572535925160595,0.2351958493999101,-0.03121432728853986,-0.30001976986514267
13309,4,4,False,-0.5347801926639948,0.12147978196355397,38,0.03134145123258676,0.530690557336314,0.0014098880318228896,-0.20833069323779596
13311,1,1,False,-0.056287161911279915,0.5234096518186917,62,0.2689795833249816,0.7137413803990513,0.014663771393410963,-0.30128240391927535
13313,1,1,False,0.9843938158527128,-0.7990066541398138,62,0.1611150635880817,0.762347982060923,0.041700124113840664,-0.2609146123537591
13315,2,4,True,-0.6210064022166109,0.03162141139459951,38,-0.06459098159243681,0.2795837455369957,-0.014166495094699305,-0.28685544323522233
13317,5,5,False,-0.10054551703815812,0.004197350556544355,17,0.12885358230284208,0.45251275068825514,-0.14273664560634414,-0.46170483647975336
13319,5,5,False,-0.7426120600920664,0.3645285654159398,17,-0.007287231887297685,0.09686065172253655,-0.07528546049240495,-0.5487887358288643
13321,2,2,False,-0.5606313160707392,-0.2576636289093138,19,-0.44630023192269985,0.34787496730179024,0.21367443655366175,-0.07298601994647459
