delta,noise_sigma,seed,gwr_bandwidth,mgwr_bw_intercept,mgwr_bw_x1,mgwr_bw_x2,mgwr_bw_x3,mgwr_error,initial_ari,refined_ari,initial_boundary_f1,refined_boundary_f1,initial_boundary_edges,refined_boundary_edges,refinement_iterations,refinement_stop,gwr_fit_rmse,mgwr_fit_rmse,grgwr_fit_rmse,oracle_fit_rmse,gwr_coef_rmse,mgwr_coef_rmse,grgwr_coef_rmse,oracle_coef_rmse,gwr_jump_ratio,mgwr_jump_ratio,grgwr_jump_ratio,oracle_jump_ratio,gr_minus_gwr_fit_rmse,gr_minus_mgwr_fit_rmse,gr_minus_gwr_coef_rmse,gr_minus_mgwr_coef_rmse,gr_fit_better_than_gwr,gr_fit_better_than_mgwr,gr_coef_better_than_gwr,gr_coef_better_than_mgwr,runtime_gwr_seconds,runtime_gr_after_pilot_seconds,runtime_gr_total_seconds,runtime_mgwr_seconds,runtime_oracle_seconds,scenario,source_file
1.5,2.0,20300010,231,624.0,85.0,130.0,213.0,,0.5763394143383633,0.6911857749071104,0.1376518218623481,0.2055335968379446,134,140,4,no_label_changes,0.7846145523119382,0.7577387974239769,0.7687304294860198,0.770277921250603,0.1886337149117,0.1861597914963094,0.2042102035362821,0.0799164470221945,0.0886787252106281,0.1168401054832095,0.206492177415715,0.8555907191299549,-0.0158841228259184,0.0109916320620429,0.0155764886245821,0.0180504120399727,1,0,0,0,2.661238571999988,0.5493267120000098,3.2105652839999976,26.259435282999988,0.0605074099999995,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300011,176,414.0,148.0,90.0,195.0,,0.7299140647230183,0.8631894681559504,0.1478260869565217,0.4957264957264957,117,121,3,no_label_changes,0.7070010786716541,0.6990585178308137,0.6901989034427513,0.6832137997093661,0.1404087928823546,0.140932220017964,0.1465988383807811,0.0592692016100354,0.1345962149263752,0.157315136061852,0.5576434316812837,1.1128196708309392,-0.0168021752289028,-0.0088596143880624,0.0061900454984265,0.0056666183628171,1,1,0,0,1.2986410870000211,0.3977088409999965,1.6963499280000178,16.452234351000016,0.0544686899999931,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300012,147,623.0,54.0,147.0,161.0,,0.7664025054225716,0.8207921426066902,0.1610169491525424,0.4333333333333333,123,127,5,no_label_changes,0.7275026765080284,0.7060911399260222,0.7345547836949807,0.7342315620584797,0.1577985598641976,0.1700504467860193,0.1676172304691384,0.0541122524906082,0.1512136173032163,0.1948280652134952,0.4615307033637597,1.009523207734484,0.0070521071869523,0.0284636437689584,0.0098186706049407,-0.0024332163168808,0,0,0,1,1.394927781000007,0.6083116890000042,2.003239470000011,21.807182532000013,0.0551744320000011,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300013,169,416.0,169.0,185.0,172.0,,0.8353807173375841,0.9095200749186404,0.4907063197026022,0.6416666666666666,156,127,10,no_label_changes,0.7262294626381334,0.7343020339007957,0.7040445500748911,0.7124732579422406,0.1551098241322688,0.1597924332622848,0.1199735938734209,0.0574943696659649,0.1384592549171055,0.1328873158948482,0.7718220950967914,1.0264130771698134,-0.0221849125632422,-0.0302574838259046,-0.0351362302588478,-0.0398188393888638,1,1,1,1,1.3457406139999932,1.110841292999993,2.456581906999986,16.458667754999993,0.0538179650000074,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300014,200,589.0,152.0,226.0,171.0,,0.7357452870588587,0.8917965174457917,0.0177777777777777,0.4416666666666666,112,127,6,no_label_changes,0.7446779387960313,0.7450815774661472,0.713554439428535,0.725027831051705,0.1644376036052753,0.1713189428878554,0.1353618072928697,0.0541039027297362,0.1154738905680074,0.104521042660658,0.4821315693934431,0.9787762717090028,-0.0311234993674962,-0.0315271380376122,-0.0290757963124056,-0.0359571355949857,1,1,1,1,1.3959092480000097,0.7136008559999993,2.109510104000009,17.061262190999997,0.0536418719999858,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300015,236,624.0,206.0,202.0,160.0,,0.7045152088100537,0.7700818395419199,0.054054054054054,0.4649122807017544,109,115,2,no_label_changes,0.7468565986302014,0.7454542892682124,0.7304697622292106,0.7210341578009976,0.1861677070337204,0.1825869258935894,0.1672525138168245,0.0667211642319836,0.0980295561674579,0.1008116352379265,0.4579134445747795,0.930298957094561,-0.0163868364009908,-0.0149845270390018,-0.0189151932168958,-0.0153344120767648,1,1,1,1,1.3071282319999966,0.2978639419999922,1.6049921739999888,16.514484329999988,0.0541098500000032,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300016,180,624.0,122.0,79.0,184.0,,0.7407449880174545,0.7769182142760935,0.0869565217391304,0.3175965665236051,117,120,2,no_label_changes,0.7329981595818162,0.7135609370749691,0.725621982931175,0.7224791859585659,0.1747204229634292,0.1810572119566294,0.1786234580802826,0.0745432064162799,0.1247892617442767,0.1509637957192438,0.3511801891185828,1.010125851959227,-0.0073761766506412,0.0120610458562058,0.0039030351168533,-0.0024337538763468,1,0,0,1,1.3996682220000023,0.3001909620000162,1.6998591840000188,21.25656913200001,0.0550267319999875,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300017,177,623.0,121.0,208.0,208.0,,0.7922163447846453,0.8875276615898743,0.1038961038961038,0.446215139442231,118,138,4,no_label_changes,0.7147418399726592,0.7197080144200457,0.685074251958262,0.6984789154406318,0.1522066350729465,0.1498795522482024,0.1507474892940973,0.0647258564572559,0.1426405215277811,0.1385647933922892,0.5500917883013438,1.0691952689386115,-0.0296675880143971,-0.0346337624617837,-0.0014591457788492,0.0008679370458948,1,1,1,0,1.377844227999958,0.5234608889999777,1.901305116999936,16.355787232999944,0.0542158640000138,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300018,177,621.0,169.0,182.0,101.0,,0.7187492348305901,0.7315041770688653,0.1794871794871794,0.2928870292887029,121,126,5,no_label_changes,0.7489975494316742,0.7464629885167655,0.7535606924341712,0.745712290045442,0.1660140139101449,0.1683834384678284,0.1950643699791144,0.0607124143419498,0.1203594937250325,0.1268334298083224,0.295297798293492,1.0643090732981877,0.004563143002497,0.0070977039174057,0.0290503560689695,0.026680931511286,0,0,0,0,1.4055566939999835,0.6046090209999875,2.010165714999971,21.74611243000004,0.0548080819999654,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300019,177,624.0,52.0,211.0,234.0,,0.7698596347940103,0.9065520526697294,0.0179372197309417,0.6382978723404256,110,122,3,no_label_changes,0.7703071398932761,0.742311589830048,0.744122558772379,0.7447069515954983,0.1640111348732404,0.1638634050889067,0.1146824094855161,0.065237959424913,0.1285244333602321,0.1686273497691586,0.7326831631631325,1.0339192324649995,-0.0261845811208971,0.001810968942331,-0.0493287253877243,-0.0491809956033906,1,0,1,1,1.4178479889999949,0.417135367999947,1.8349833569999416,21.370192591999967,0.0604478839999842,high_noise_failure,mc_high_noise_failure_chunk01.csv
1.5,2.0,20300020,160,624.0,136.0,147.0,105.0,,0.7656341431215925,0.8059553386809349,0.2390438247011952,0.3813229571984435,138,144,4,global_objective_guard_rejected_sweep,0.7370555686369888,0.7326658116085786,0.7205810694481694,0.7293945223740014,0.1584550100832092,0.1608350223718462,0.1467276725001631,0.0581602843212371,0.1332512401567877,0.140928927261062,0.4824471632576496,0.9296532075879932,-0.0164744991888194,-0.0120847421604092,-0.011727337583046,-0.014107349871683,1,1,1,1,2.4351293080000005,0.5673358980000103,3.0024652060000108,19.469364006000006,0.0536509410000007,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300021,172,207.0,89.0,211.0,196.0,,0.7948861340517381,0.8705119868549871,0.445414847161572,0.5772357723577235,116,133,7,no_label_changes,0.7651385623715709,0.7579630886336416,0.7347740090949808,0.745448968870921,0.1655942164524423,0.1651310792117529,0.1424415719924225,0.0610620114394928,0.1244870866872717,0.1437778953391522,0.6253717596642246,0.968380738370225,-0.03036455327659,-0.0231890795386607,-0.0231526444600198,-0.0226895072193304,1,1,1,1,1.1341862579999995,0.772250489000001,1.9064367470000008,19.841600231,0.0496460409999883,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300022,172,617.0,155.0,136.0,112.0,,0.8462279646910036,0.8432081583450046,0.376068376068376,0.3252032520325203,121,133,4,no_label_changes,0.7187756926213156,0.7116000128121259,0.7002971840971999,0.7159836333744461,0.1458601482875084,0.1444988637720791,0.1537440108118265,0.0556321701999441,0.151755580930976,0.1678550554686048,0.4158571746561669,1.0813013158621176,-0.0184785085241157,-0.011302828714926,0.007883862524318,0.0092451470397473,1,1,0,0,1.1538645460000083,0.4836334069999992,1.6374979530000076,19.218978121000006,0.0502761310000039,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300023,198,377.0,85.0,177.0,178.0,,0.9250410792723448,0.9243807865503716,0.5502183406113538,0.5726495726495728,116,121,2,no_label_changes,0.7480227482683215,0.73347191772873,0.7263085969170349,0.7304996075967961,0.1465295861807196,0.1412615485137412,0.1100040833518454,0.0484865864083689,0.1365024890408146,0.1563074442607779,0.6199741389127239,1.0157596533743862,-0.0217141513512866,-0.0071633208116951,-0.0365255028288742,-0.0312574651618957,1,1,1,1,1.2856803909999996,0.2947437180000065,1.5804241090000062,15.052559379000002,0.0501783050000028,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300024,172,620.0,89.0,152.0,184.0,,0.8072666349381926,0.9631182076020788,0.4140969162995594,0.7739130434782607,114,117,7,no_label_changes,0.7411529240918695,0.7305339621679526,0.7265233657398283,0.7329991715817336,0.1640295456261375,0.1589739022677815,0.0917370036309276,0.0601025717676478,0.1152715637914782,0.1473113343183094,0.7679829123753633,0.9408555764023232,-0.0146295583520411,-0.0040105964281242,-0.0722925419952099,-0.0672368986368538,1,1,1,1,1.1711547609999968,0.7168180449999966,1.8879728059999932,19.646522180999995,0.0506677230000036,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300025,228,289.0,179.0,222.0,248.0,,0.5781610981322628,0.6398016172226817,0.0689655172413793,0.091254752851711,119,150,3,no_label_changes,0.7925215850994989,0.7906931986885909,0.7841115344878656,0.770249555654854,0.198490308061726,0.1927712403937281,0.2362006390258911,0.0959097254184014,0.0921781149676694,0.1012503359471261,0.097086423352342,0.9957807355622036,-0.0084100506116332,-0.0065816642007252,0.037710330964165,0.043429398632163,1,1,0,0,1.1582166729999983,0.4013810099999944,1.559597682999993,15.214521426000005,0.0501089189999959,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300026,186,549.0,81.0,93.0,170.0,,0.8959632493917918,0.9426615403402696,0.4406779661016949,0.6581196581196581,123,121,3,no_label_changes,0.7631130187984141,0.7298292256715079,0.735628655905769,0.7435305403357748,0.1686189915892105,0.1637084176402263,0.0960486430194276,0.0391693856099959,0.1163433494494511,0.1662017492230993,0.6746202902064824,0.956868243956758,-0.0274843628926451,0.0057994302342611,-0.0725703485697829,-0.0676597746207987,1,0,1,1,1.2218180319999874,0.3695858829999849,1.5914039149999724,19.54195305799999,0.0503436730000146,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300027,226,624.0,51.0,200.0,275.0,,0.6546829684299099,0.7657373991238127,0.0672268907563025,0.2880658436213991,125,130,5,no_label_changes,0.7497248722812249,0.7131202259367888,0.7366480840668369,0.7279292892437944,0.1754256155332686,0.174090728970911,0.1793796476707937,0.0622251129189798,0.1006949377488118,0.1710679497482598,0.3150452365166,0.9461675866182908,-0.0130767882143879,0.023527858130048,0.003954032137525,0.0052889186998826,1,0,0,0,1.240362542000014,0.5606447100000196,1.8010072520000335,19.519693794000005,0.0507940819999817,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300028,179,222.0,167.0,114.0,96.0,,0.6552169536892118,0.682320257670471,0.3851851851851851,0.4609665427509293,157,156,3,no_label_changes,0.7514681544909214,0.7330647975306737,0.7455825960645923,0.7388045570500503,0.1628685632751269,0.1660973638431254,0.1430910861153698,0.0636388546468608,0.1196884832806117,0.1488646109063758,0.5284829679653475,1.0212054531103965,-0.005885558426329,0.0125177985339186,-0.0197774771597571,-0.0230062777277555,1,0,1,1,1.2361437879999926,0.4211158870000133,1.657259675000006,19.636807057999988,0.0510520350000263,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300029,141,135.0,80.0,174.0,155.0,,0.8330199299742794,0.8722144212777573,0.1558441558441558,0.2991452991452991,118,121,5,no_label_changes,0.7767848958041599,0.7669998049356391,0.7698385136059083,0.7827676204830368,0.1603253594078064,0.1588588440704671,0.1402492338752967,0.07099790674213,0.146295450529883,0.1587794022987978,0.3236743278398967,0.9586441790535384,-0.0069463821982516,0.0028387086702691,-0.0200761255325097,-0.0186096101951704,1,0,1,1,1.1588626170000111,0.5540646389999893,1.7129272560000004,19.70796804500003,0.0505538250000086,high_noise_failure,mc_high_noise_failure_chunk02.csv
1.5,2.0,20300030,167,624.0,70.0,98.0,76.0,,0.7762198720661898,0.8439076119187512,0.2377049180327869,0.401673640167364,131,126,3,no_label_changes,0.7300828280799082,0.690207818792613,0.7122595712139127,0.7205638248186067,0.1651523904823913,0.1743945825875346,0.1576719106199178,0.0691998509869874,0.1367938685791722,0.1993082513351846,0.4176240380190701,0.9774720674162684,-0.0178232568659955,0.0220517524212997,-0.0074804798624734,-0.0167226719676167,1,0,1,1,3.019708948000016,0.5317315530000997,3.5514405010001155,30.49650724499997,0.0709132040000213,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300031,128,624.0,87.0,205.0,151.0,,0.8084987650371607,0.8613644666482974,0.2488888888888888,0.4549356223175965,112,120,3,no_label_changes,0.6928065416802087,0.7009661181201546,0.6944921673767941,0.6987300802954931,0.1484142805759991,0.152567778852772,0.146766448120409,0.0582488057181597,0.1703816628306114,0.16405516604182,0.5813159674481427,1.1405387455089568,0.0016856256965853,-0.0064739507433605,-0.00164783245559,-0.005801330732363,0,1,1,1,1.4409803379999175,0.5094593279999344,1.950439665999852,25.38148483800001,0.0707043119999752,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300032,176,624.0,135.0,160.0,139.0,,0.7292669955314218,0.7572250701989113,0.0843881856540084,0.139917695473251,124,130,3,no_label_changes,0.7664140615756591,0.7683560803211683,0.7638888858986578,0.7666759080446163,0.146494297797133,0.1481794237099147,0.1735567756357876,0.0423383609708112,0.1481044853047589,0.147265920444209,0.1702781400732568,1.0062479711340817,-0.0025251756770012,-0.0044671944225105,0.0270624778386545,0.0253773519258728,1,1,0,0,1.431736194999985,0.562152689999948,1.993888884999933,18.981487248000008,0.0716315869999562,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300033,163,624.0,184.0,130.0,209.0,,0.8600647723537764,0.8854782694504487,0.2382978723404255,0.4032921810699588,122,130,5,no_label_changes,0.7515439998704574,0.7632636717598935,0.7424796537003964,0.7556172498637057,0.1673403942384432,0.1701787490812208,0.1562276199311305,0.0819348735827458,0.139504959032995,0.1320814687649243,0.4508626827437824,0.9913679785583998,-0.009064346170061,-0.0207840180594971,-0.0111127743073126,-0.0139511291500903,1,1,1,1,1.648042974999953,0.7655866159999505,2.4136295909999035,19.90281230400001,0.0708949329999768,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300034,132,237.0,172.0,196.0,70.0,,0.7322213549608132,0.8450242892175487,0.1666666666666666,0.4959349593495934,139,133,6,no_label_changes,0.7263575701451307,0.7197794361214997,0.7259728844054508,0.7335574588266506,0.1490597741220377,0.1627340235614346,0.1435214289166174,0.062154152969779,0.1731747864849367,0.1639814380091797,0.592894064154033,1.0518949884105009,-0.0003846857396798,0.006193448283951,-0.0055383452054202,-0.0192125946448172,1,0,1,1,1.494500751999908,0.9264251890000424,2.4209259409999504,25.623616284999912,0.0709836149999318,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300035,177,340.0,137.0,163.0,143.0,,0.7597102846850674,0.8450846516599714,0.0714285714285714,0.4655172413793104,111,119,4,no_label_changes,0.7608107275095961,0.7569949904969561,0.7350427452832818,0.7389918946047552,0.1659853322425305,0.1608498952977286,0.1560412934223163,0.0815043040317468,0.1309213035358703,0.1423037581243229,0.5656840003560193,1.0526582202063892,-0.0257679822263142,-0.0219522452136742,-0.0099440388202142,-0.0048086018754123,1,1,1,1,1.672488447999967,0.6140325970000049,2.286521044999972,19.483410411000023,0.0706951969999636,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300036,136,222.0,92.0,184.0,86.0,,0.7703254379734611,0.890758200258677,0.34375,0.5966386554621849,143,125,5,no_label_changes,0.6850582590149804,0.6741099686151151,0.6755389337855137,0.6830181998038188,0.1515962853515061,0.1546993868357404,0.1282595111166559,0.0748583839591032,0.1680892990361,0.1777968432614695,0.7358896837928399,1.1009763606726208,-0.0095193252294667,0.0014289651703985,-0.0233367742348502,-0.0264398757190844,1,0,1,1,1.595406869000044,0.7760004209999352,2.371407289999979,26.15422873,0.0705950400000574,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300037,176,526.0,176.0,201.0,258.0,,0.7817562046420763,0.8668345394361058,0.2831858407079646,0.5232067510548523,113,124,2,no_label_changes,0.7146069866626108,0.728511562990246,0.7087772914465461,0.7089559459113867,0.1539884654367464,0.1609976575952167,0.1523261096700303,0.0635486489957585,0.1347444559990639,0.1197420108519455,0.5268248955777833,1.0039085863304318,-0.0058296952160646,-0.0197342715436998,-0.0016623557667161,-0.0086715479251864,1,1,1,1,1.4638105199999245,0.3827672009999787,1.8465777209999032,19.56443819399999,0.0713258640000731,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300038,183,624.0,101.0,162.0,146.0,,0.8040149102347565,0.797921472505465,0.2300884955752212,0.1888412017167382,113,120,3,no_label_changes,0.7372925485510397,0.7280255482670868,0.7278646526783462,0.7299794404510014,0.1579107904963471,0.1538180488965536,0.1690676715333765,0.0568604344649334,0.132710142213599,0.1603046011199026,0.2182128799387772,1.0005892394459055,-0.0094278958726934,-0.0001608955887405,0.0111568810370294,0.0152496226368228,1,1,0,0,1.5635572539999885,0.4987843239999847,2.062341577999973,25.547429663999992,0.0704548129999693,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300039,177,623.0,109.0,193.0,173.0,,0.7138260737826728,0.8612096068536026,0.0595744680851063,0.3544303797468354,122,124,10,no_label_changes,0.720306145754893,0.7214719128562896,0.7044184260405996,0.715889598926696,0.1570781554447049,0.1552442236554917,0.159123891742264,0.0718046514490996,0.1401801592255668,0.1474396429785048,0.4237598099106288,1.0483207868918718,-0.0158877197142934,-0.01705348681569,0.0020457362975591,0.0038796680867722,1,1,0,0,1.5373139280000032,1.364696434999928,2.902010362999931,19.274868506000075,0.0715313599999944,high_noise_failure,mc_high_noise_failure_chunk03.csv
1.5,2.0,20300040,172,549.0,109.0,210.0,172.0,,0.7492015332667454,0.83792351794809,0.1391304347826087,0.3770491803278688,117,131,5,global_objective_guard_rejected_sweep,0.7479559734956687,0.7456526638477335,0.7315509079902976,0.7319546211748778,0.1524009293430829,0.1531000371837034,0.1407926731338928,0.0516810444708904,0.1282925698607493,0.1297153917782124,0.4813278292411836,1.0730811631810333,-0.016405065505371,-0.0141017558574358,-0.01160825620919,-0.0123073640498106,1,1,1,1,2.8465441379999987,0.8754085820000057,3.721952720000005,24.33547809700002,0.0704348379999828,high_noise_failure,mc_high_noise_failure_chunk04.csv
1.5,2.0,20300041,132,330.0,64.0,165.0,84.0,,0.8700679479326697,0.9233379269068808,0.3508771929824561,0.6068376068376069,115,121,2,no_label_changes,0.7191497263388035,0.70206460366485,0.7196847502114264,0.7322454143883496,0.1503956795633622,0.1617097600032102,0.1203799975833019,0.0471875878747922,0.1726786750759844,0.1867541392020339,0.6750171576826196,1.035105015453109,0.0005350238726229,0.0176201465465764,-0.0300156819800603,-0.0413297624199082,0,0,1,1,1.4202289180000207,0.3799170019999849,1.8001459200000056,24.802271832999992,0.0703989939999871,high_noise_failure,mc_high_noise_failure_chunk04.csv
1.5,2.0,20300042,209,624.0,136.0,234.0,137.0,,0.7851210933403134,0.832914279091357,0.0695652173913043,0.2510822510822511,117,118,3,no_label_changes,0.732942411511536,0.7283560972486548,0.7136232598232405,0.7223655482032627,0.1475201916050203,0.1533259069973223,0.1376924342836674,0.0580153138851394,0.1196309680127774,0.1219611942321004,0.301427819245394,0.9353173481954268,-0.0193191516882955,-0.0147328374254143,-0.0098277573213528,-0.0156334727136548,1,1,1,1,1.5257103140000083,0.4954613050000205,2.021171619000029,24.004223500999984,0.0707076589999928,high_noise_failure,mc_high_noise_failure_chunk04.csv
