delta,noise_sigma,response_sd_raw,gwr_bandwidth,mgwr_bandwidths,mgwr_error,initial_ari,refined_ari,initial_boundary_f1,refined_boundary_f1,refined_boundary_precision,refined_boundary_recall,refined_boundary_edges,refinement_iterations,refinement_stop_reason,gwr_rmse,mgwr_rmse,grgwr_rmse,oracle_grgwr_rmse,gr_minus_gwr_rmse,gr_vs_gwr_rmse_improvement_pct,gr_minus_mgwr_rmse,gr_vs_mgwr_rmse_improvement_pct,gwr_beta_rmse,mgwr_beta_rmse,grgwr_beta_rmse,oracle_beta_rmse,gwr_jump_recovery,mgwr_jump_recovery,grgwr_jump_recovery,oracle_jump_recovery
0.0,1.25,1.3321295960076114,624,624;624;624;624,,0.6307138692050293,0.6324251982934134,0.10389610389610389,0.07894736842105263,0.0782608695652174,0.07964601769911504,115,5,no_label_changes,0.9683626154086625,0.9682352281194707,0.9553874751804966,0.9597774643601548,-0.012975140228165927,1.3399051162967746,-0.01284775293897411,1.3269247560768183,0.025702327836697732,0.026215666868177424,0.0629058037540402,0.05546167440764325,,,,
0.5,1.25,1.535182541955056,251,624;237;189;251,,0.7628743740254583,0.8063199394348067,0.24786324786324784,0.36595744680851067,0.3524590163934426,0.3805309734513274,122,3,no_label_changes,0.8452347099774212,0.8425334554864317,0.8298314863877297,0.8328312307584419,-0.015403223589691484,1.8223605121591553,-0.012701969098701915,1.5075922523893737,0.13127357075552767,0.12966421178848858,0.13557689017273838,0.048125962811217574,0.10290560660881626,0.11214473670079379,0.3829411812323005,1.049066394344664
1.0,1.25,1.9670152479348026,121,624;113;111;89,,0.8572484752946623,0.9614802356092789,0.31759656652360513,0.765217391304348,0.7521367521367521,0.7787610619469026,117,3,no_label_changes,0.6538059224865959,0.6537458944053021,0.6390659514667889,0.6499939271938375,-0.014739971019806952,2.2544872282201065,-0.014679942938513157,2.2455120657954066,0.17096858318929398,0.16646275677789174,0.10262861033407109,0.03756053136859482,0.1622884753082383,0.17701197859900705,0.7907058540956534,1.0245331971723317
1.5,1.25,2.5123017147653024,88,624;88;60;57,,0.7677718785811927,0.8320084360964142,0.3468634686346863,0.583941605839416,0.4968944099378882,0.7079646017699115,161,3,no_label_changes,0.5170296634267464,0.5097577676917444,0.5173511917748873,0.5089149755943003,0.00032152834814092035,-0.062187601773157256,0.007593424083142897,-1.4896141980390019,0.18333381291523881,0.17545765399119523,0.17493062117118718,0.029408146914974134,0.20419174574913768,0.2262749401108004,0.7568165602060137,1.0163554647815545
2.0,1.25,3.1119637206011235,67,624;60;60;45,,0.7482205341716354,0.8709964867039754,0.15789473684210528,0.6273062730627306,0.5379746835443038,0.7522123893805309,158,3,no_label_changes,0.4232948266913086,0.4204835761310567,0.41118441048192544,0.4108492516771151,-0.012110416209383135,2.8609884755843615,-0.009299165649131247,2.21154075378984,0.18490738687842065,0.1755096860979623,0.1792480432818362,0.02374132366436715,0.23953396662308146,0.2508736847177722,0.7602916579991659,1.0122665985861659
0.0,2.0,2.09306221207393,624,624;624;624;624,,0.6307138692050293,0.6324251982934134,0.10389610389610389,0.07894736842105263,0.0782608695652174,0.07964601769911504,115,5,no_label_changes,0.9861031303986114,0.9859736065568748,0.9728902841024378,0.9773606983910461,-0.013212846296173586,1.3399051162967681,-0.013083322454436996,1.3269444909509653,0.026173197452075327,0.026696956320196155,0.0640582453463691,0.05647773869032029,,,,
0.5,2.0,2.2303062927705706,376,624;319;365;275,,0.6740837243134011,0.6505830837892472,0.058091286307053944,0.05063291139240506,0.04838709677419355,0.05309734513274336,124,4,no_label_changes,0.9303666587873376,0.9265569379235152,0.9066579939488072,0.9172178511980376,-0.023708664838530402,2.548314109776123,-0.01989894397470804,2.147622359755148,0.10387597684640822,0.10252421494846563,0.1367471819647578,0.05300232576093774,0.0817625458579104,0.09873259242095637,0.07815825769855657,1.0785062309514617
1.0,2.0,2.5490724327591074,185,624;173;166;219,,0.8493366726585787,0.9182676421555134,0.17872340425531913,0.540084388185654,0.5161290322580645,0.5663716814159292,124,4,no_label_changes,0.809171573547957,0.8129086954874153,0.790221460866809,0.8025180921023302,-0.01895011268114799,2.3419152749098493,-0.02268723462060629,2.790871194581472,0.14721705724589731,0.14562567598762974,0.11801625200141762,0.04637428860667702,0.12541890674818226,0.12487856419751116,0.5585896545542143,1.0392531154757314
1.5,2.0,2.991892669741531,121,624;136;111;89,,0.6988874663153489,0.8098254478517211,0.16666666666666666,0.4435146443514644,0.42063492063492064,0.4690265486725664,126,6,no_label_changes,0.6835476817957592,0.686390312515402,0.7003227219580264,0.6837400171661938,0.016775040162267163,-2.454114118008152,0.013932409442624416,-2.0298085780911697,0.1706817092724546,0.1677342674341172,0.19238479205733508,0.03951058200436963,0.16284927366609217,0.1741336360781939,0.46719385409534037,1.0261687436504874
2.0,2.0,3.512153270996871,88,624;113;79;66,,0.7321732811778623,0.8005022242610085,0.22388059701492538,0.4492753623188406,0.3803680981595092,0.5486725663716814,163,2,no_label_changes,0.5757393038333565,0.5864842167649106,0.5844289490969509,0.582456569381965,0.008689645263594392,-1.5093020757376583,-0.002055267667959715,0.3504387005155433,0.1810649706305094,0.17702073495904685,0.1857389491627743,0.03365781945004429,0.20528921241995038,0.20122937908342106,0.6007655163088333,1.0196265577378656
